18||#2	QTV kiểm tra hộ mình..số đơn hàng 4653663 hoàn thành chưa ạ...e có thể tới shop lấy hàng được chưa
18||#20581	Sản phẩm ở an phú an giang hết hàng cho hỏi muốn mua có thể đặt ở huyện khác mà giao ở huyện an phú đc ko
18||#20590	fpt cần thơ có áp dụng chương trình khuyến mãi giảm 30% chưa ạ
18||#20592	dòng điện thoại nào dưới 3tr có cổng kết nối tivi MHL
18||#20594	Có ở Ninh Thuận
18||#20596	Giảm 30% là sao vậy bạn
18||#20606	FPT shop áp dụng mã giảm giá của mobiistar chưa ad
18||#20608	mình lỡ đặt cọc ở cửa hàng fpt shop mà chưa có hàng. Nhưng cửa hàng fpt shop khác có thì làm sao
18||#20609	Minh dang ki mua may duoc cha goo duoc cong ty dong y ma khong thay fpt nhan tin hay goi dien la Sao
18||#20610	Mã giảm giá 20% mik đọc mã hay sdt đều dc phải ko ak
18||#20613	mua máy với mã 30%, mình cần làm những gì..nói cụ thể được không? không tới đó mất công đi về nữa.
18||#20622	Ko lấy sdp có được trừ tiền khi mua máy ko ạ
18||#20624	Add ơi cho mình hỏi. Vừa rồi mình đăng ký mua trước Mobiistar Zumbo s2 và nhận được mã ưu đãi 30%. mình muốn đến fpt shop lào cai mua máy này trả góp thì có được hưởng mức ưu đãi 30% đấy không ạ?
18||#20630	bây giờ ra fpt có máy S2 ..đọc mã giảm giá là mua được đúng không??
18||#20636	Ad ơi,máy có 4G thì sử dụng đc oài hay trong thời gian giới hạn vậy?và sd lâu thì 4G chậm lại pải k?
18||#20637	Có áp dụng mã giảm giá của mobiistar ko ... fpt cà mau có hàng chưa !!!
18||#20641	Trong hộp có gì vậy ad?
18||#20644	cái mã 30% ấy..mình có cái mã trên gmail thôi...còn mình quên là dùng số điện thoại nào để đặt rồi..có mua được ko vậy. tại lúc săn mã mình dùng nhiều sim quá :) nên không pik cái nào ra cái nào
18||#20651	mã giảm giá 20-30% zumbo s2 của mobiistar ..nghe nói dùng được tại hệ thống fpt shop đúng ko?
18||#20654	Vậy khj mua có cần làm thủ tục j k
18||#20655	K đủ 18 tuổi đến fpt có mua hàg đc k
18||#20656	cho mình hỏi chương trình đặt trước zumbo S2 á? mình được mã giảm giá 30% rồi, mà mình đặt máy màu đen. sau này mình đến lấy thì có được đổi sang màu vàng gold ko??
18||#20658	Nghe ns ngày mai(9/6) hàng về ... đang trông ts ngày mai ad ơi ...
18||#20667	Sai thông tin bộ nhớ ngoài rồi nhé. Bộ nhớ ngoài max 64 GB. Ko biết thì lên trang chủ Mobiistar mà xem.
18||#20670	E ra trực tiếp shop đọc mã giảm giá là dk à???? Có cần phải xác nhận sđt nz ko vậy?
18||#20673	Shop cho e hỏi, e có tham gia chương trình km 1 dc 2 của mobiistar và dc giảm giá 30% sản phẩm zumbo s2, z chỉ cần ra shop đọc sđt là giảm giá phải k ạ.. . mong ad tư vấn giúp ạ, xin cảm ơn...
18||#20675	Cho mình hỏi, sau thì trừ giá ưu đãi 20% rồi, giá còn lại có được mua trả góp 0% và nhận quà khuyến mãi không bạn?
18||#20678	MÌNH
18||#20683	có máy test chưa shop?
18||#20713	Cho e hỏi ?3 cái nút ở dưới ko phát sáng đc à
18||#20714	Cho e hỏi e mua máy r dán trc sau lun là 100k hồi đầu tháng 10 và có dán lại 1 lần . H e múa dán lại có dc bảo hành ko hay fai tính phí lại
18||#20716	Cho em hỏi làm sai có được màn hình như ảnh đầu tiên của mẫu màu đen với ạ
18||#20726	Mới mua máy hôm qua.máy xài ok nhưng sao để tặng pmh 150k mà mua k có khuyến mãi hay tặng gì hết vậy
18||#20727	Voi dung lượng may khoang ram3gb, bo nho trong16gb Thi em co tai khoang bao nhiêu game han nâng vay anh !
18||#20734	Nokia 3 của hảng nào vậy QTV??
18||#20736	độ phân giải của máy có coi được Youtube chất lượng HD không?
18||#20739	Mình vào trang online friday sao thấy giá bán Nokia 3 vẫn là 2.990.000 vây?
18||#20742	thiết kế lưng máy cầm hơi trơn tay, camera sau ok, camera trước màu ảnh hơi vàng, dung lượng của máy so với giá tiền ok. nhưng mà không hiểu sao máy của mình hay bị tự dưng tắt nguồn rồi không bật nguồn được (kiểu tự tắt rồi rất lâu sau có khi 2 ngày lại tự lên nguồn) cho mình hỏi vậy là máy bị sao ạ?
18||#20743	nhìn qua khá thích thiết kế của ẻm, không biết là camera 8MP thì chụp ảnh có ok không nhỉ
18||#20747	Cho e hỏi e dán 2 mặt dt cả trc và sau hồi đầu tháng 10 và có dán lại 1 lần. Vậy h e có dc dán lại nữa ko hay phải trả phí ak. E thank
18||#20750	Em này giá chưa tới 3 triệu mà nhìn cấu hình so với mấy máy khác trong tầm giá cũng ok quá nhỉ, mà thời lượng pin em này đáp ứng được 1 ngày với cường độ sử dụng vừa phải đúng không qtv?
18||#20753	Bạn ơi cho mình hỏi máy mình sử dụng dưới 1 tuần mang đi bảo hành lỗi do nhà sản xuất. Mình muốn đổi sang máy hãng khác. Giá tiền mình mua máy trước đó được giữ nguyên phải không ạ. thời gian cửa hàng mang máy đi bảo hành là bao lâu ạ. 5 ngày bên cửa hàng chưa liên lạc với mình về lỗi máy.
18||#20756	Máy này chơi lp được ko ạ
18||#20759	có miễn phí vận chuyển khong vậy
18||#20766	Máy cũ có 300k khi mua online không ạ
18||#20767	Mình mới mua được hơn 1 tháng, nâng như nâng trứng hứng như hứng hoa nhưng sao thi thoảng nghe cứ phập phù lúc bình thường lúc nhỏ, đầu dây bên kia nhiều lúc nói mình nói nhỏ quá trong khi mình như hét lên vẫn kêu nỏi nhỏ. Sao hả bạn? Buồn.
18||#20769	PMH có đc trừ thẳng vào tiền mua đt ko ad
18||#20773	Tôi mua Nokia 3 ngày 21.7.17, đến 2.11.17 bị hỏng, đến trung tâm Bảo hành Nokia, họ nói hỏng cảm ứng. 6.11 đem về, nay lại tình trạng như cũ. Vậy tôi đổi trả lại đc ko. DÙNG 4 NGÀY, ĐI HẢO HÀNH 4 NGÀY THÌ KÉO DÀI CẢ NĂM MỆT QUÁ
18||#20789	Nokia 3 có cần gián lớp cường lực mới k bạn
18||#20799	hom qua minh co dk mua tra gop onl va da duoc benh ngan hang tai chinh goi de xet duyet hs .va noi la doi benh fpt goi lai cho mjnh ,nhung den jo mjnh cung chua nhan duoc cuoc goi nao ,nho kiem tra giup mjnh thu ket qua nhu the nao .de mjnh biet som .sdt 0905605804 nguyen dang tan
18||#20804	Hnay mới 'mua 1 con nokia3 ở fpt mà sao ko thấy xuất hoá đơn và thẻ bảo hành gì cả nhỉ? Đưa $ rồi mang máy về ko ak
18||#20808	xin ghi rõ địa chỉ rõ ràng của trung tâm chính hãng điện thoại nokia 3 để mình dễ tìm trên google map ạ? xin caem ơn ạ.
18||#20811	may co hay bi loi ko ak . mjnh chj hay su dung de len google .facebook.zalo thoi nhe .mjnh ko choi game
18||#20817	mình mua máy ở ftp shop thái hà khi mua thì ko có được dùng như nguyên bản máy mới nhân viên đưa mình máy đã có danh bạ và ko có phần mở đầu giới thiệu đăng nhập tài khoản mình có cảm giác là máy cũ hoặc máy đã qua sử dụng nên mình muốn đổi lại máy mới hẳn ở chi nhánh fpt khác được ko mình mới mua đc chưa đến 1 tuần và còn nguyên phụ kiện
18||#20822	Qtv cho e hoi e moi mua lai may nokia 3 may doi tra . mat man hinh may nhung may van chay la bj sao ak ! . Xin cam on
18||#20824	Shop cho mình hỏi mua điện thoại mình muốn viết hóa đơn đỏ đc k ạ?
18||#20825	Máy em bị ám màn hình mà bây h bể thì có dc sửa việc ám ko ạ
18||#20828	QTV cho em hỏi máy Nokia 3 em hôm qua tôi giờ mọi lần điện thoại hay nghe mang hình máy cụ tắt mạng hình rồi sáng lúc nghe điện thoại xong mạng hình tắt luôn
18||#20838	QTV cho minh hoi voi ? nokia 3 minh da tat du lieu di dong roi ! ma moi lan minh ket noi vao wifi thi no lai bi tru tien ! minh chi cho ket noi voi wifi thoi ko co sai 3g hay gi het ma van bi tru tien ! mong QTV huong dan minh cach tat
18||#20840	Vâng.anh kiểm tra thông tin giúp em với.em tên Quang.sđt 01652115786
18||#20841	Khi em mua máy nhân viên cũng chả đưa em hoá đơn hay ký bất kỳ giấy tờ giao tiền gì.em thấy hơi lạ
18||#20842	Em mua điện thoai nokia 3 tuần trước.tức ngày 9/9/2017.hôm qua em tra bảo hành qua imel máy là 13/7/2018 là hết hạn bảo hành.vậy ad cho em hỏi tại sao lại có chuyện như vậy.em mua máy mới 2tr999nghìn
18||#20843	có sô imei, muốn xem thời gian còn bảo hành máy mua ở fpt thì xem chổ nào ad
18||#20857	Cho minh Hoi shop o au vay
18||#20859	cho minh hoi loi thuong gap cua nokia 3
18||#20860	minh mua may nokia3 mot tuan nua la het mot thang ma may mang di bao hanh mot tuan roi nhu vay qua ngay minh co doi duoc ko ah
18||#20865	Cho những hỏi nokia8 có chỉ vậy shop fpt
18||#20868	mình đang chuẩn bị mua nokia3 ngày hôm nay mà hok pik máy có ổn định hok
18||#20871	Mình có đọc nhiều review về Nokia 3 thì thấy có nhiều vấn đề về pin và máy nóng. cho mình hỏi giữa N3 và Samsunf J3 thì nên mua sản phẩm nào hơn ạ (btw tiêu chí quan tâm là độ bền)
18||#20882	Nokia3có máy đã qua sử dụng không anh
18||#20883	Cho cháu hỏi có hình ảnh nokia 3 màu trắng và viền màu vàng hay hồng gì đó không ạ?
18||#20903	Mình díng màn hình ở fpt mất 100 thì đc dính mới trong mấy tháng vậy admin. Mình cảm ơn
18||#20905	Cho mình hỏi miếng dán màn hình nokia3 là miếng hoàn chỉnh hay phải cắt tay. Giá miếng gián với ốp lưng bao nhiêu
18||#20906	Cho m hoi Nokia 3 có kinh cường lực với ốp lương chưa akmo thái hoà nghệ an có ko akk
18||#20915	Mình mới mua 3 tiếng bị rớt máy, xe tải 24 tấn lăn qua máy nát bét là sao hả add, mình hốt vào bì nilon đem bảo hành đc ko add
18||#20919	Mình dùng máy này được hơn 1 tuần rồi, hình thức máy đẹp, chụp ảnh nói chung chấp nhận dc, pin như mình dùng bt dc hơn 1 ngày, nhược điểm mặt kính máy khá dễ vỡ khuyên các b có mua thì nên dán cường lực với ốp lưng, như mình rơi nhẹ và đã nứt kính rồi
18||#20924	shop cho em hỏi bên mình có bán máy siaomi redmi note 4x ko ạ...nếu có thì giá bao nhiêu ạ
18||#20927	mình muốn thanh toán hết số tiền trả góp 1 lần thì có đc giảm lãi suất k ạ? hiện mình đã trả đc tháng đầu tiên, còn 11 tháng nữa. và nếu mình thanh toán hết số tiền thì mình có trả máy lại đc k?
18||#20943	Điện thoại mình goi đi bao hành . Nhung không muốn nhận lại máy ma bán lại cho hang luôn được không vậy. Và mất bao lâu để biết kết quả để đi đôi máy khác.
18||#20948	mới mua cho mẹ được một ngày. thấy xài cũng ổn. tầm 3tr camera xài cũng chất lượng,thiết kế đẹp.mỗi tội k biết đổi cái nền bên trong thành màu đen như thế nào và ốp lưng thì không có sự lựa chọn. có mỗi cái silicon màu trong.
18||#20950	QTV cho mình hỏi Nokia 3 này tiếp xung máy điểm vậy mình chơi game liên quân bấm lúc 2 điểm ko ăn vay
18||#20972	Máy em mua 3 ngày Đến ngày thứ 3 màn hình bấm tí bị đơ Đơ tí giờ nó mấy cả màu Nhìn vào toàn mày xám mất hết cả nét Thế chắc em đc đổi mới chứ shop?
18||#20975	Nokia 3 khi tắt 3g nhưng bên cột sống vẫn hiện chữ H ko biết như vậy có ảnh hưởng ji đến máy ko mong chỉ hướng khắc phục
18||#20988	Sao Nokia 3 hay tự đi xuất wifi vậy. Mấy mới mua đc vài ngày
18||#21016	E mua máy ở Thái Bình thì có được bảo hành hoặc sửa đổi trả ở Hà Nộik
18||#21020	Nen mua màu gì ad
18||#21030	Cho hoi so phieu thu pb2017070310338133288 dong tra gop hom 3-7 sao nhan vien ben ngan hang fe con goi nhac dong tien gop
18||#21034	Chan qua qtv oi.may toi mua ngay hom dau Tien ra mat xong bi be man hinh gui ttbh ma den gio van ko thay bao gia sua chua.gan can thang roi.ben fpt tac dong hang trien khai nhanh giup toi nap.
18||#21044	Mình có đặt cọc 1 máy Nokia 3 ở Long Xuyên từ ngày 22/6 nhưng đến nay sao vẫn chưa thấy liên lạc vậy?
18||#21067	Cho hỏi có quầy trải nghiệm sản phẩm ở TPHCM ko?
18||#21080	máy mình mua chưa được 7 ngày tự nhiên không lên màn, có 1 đổi 1 hay bảo hành ở đâu vậy bạn
18||#21096	ưu đãi gì vậy ad
18||#21166	nếu mình đặt mua sản phẩm nokia 3 thì khi nào mình nhận dc hàng?
18||#21186	Fpt chỗ mình chưa có hàng nhưng nếu bây giờ mình mua trả góp trên đây thì có gửi về k ạ
18||#21194	O binh da co hang chua
18||#21205	Minh muon dat mua mot chiec cua hang co the giao hang den cho minh kgong
18||#21220	cho tôi hỏi NOKIA 3 lấy số lượng là bao nhiêu
18||#21240	Có máy trưng bài cho mọi người dùng thử chưa shop.
18||#21245	Ai sở hữu máy rồi cho ý kiến đi mọi người.
18||#21248	Ủa bán rồi hả
18||#21251	"1-3 Hoàng Văn Thụ, P. 15, Quận Phú Nhuận, Hồ Chí Minh - Còn hàng - Đặt giữ tại đây 306A Trường Chinh, P. 13, Quận Tân Bình, Hồ Chí Minh - Còn hàng - Đặt giữ tại đây 149 Cách Mạng Tháng Tám, P. 5, Quận 3, Hồ Chí Minh - Còn hàng - Đặt giữ tại đây" Phải có hàng rồi không ạ?
18||#21255	Qtv cho e hỏi bên trang lazada có đăng bán sp nokia 3 phân phối fbt shop mà sao qua trang này không có nhỉ
18||#21259	Chó hàng chưa shop
18||#21273	Cho mình đặt một cái màu xanh đen nhe CH Sđt 0969698386
18||#21290	Hôm nay 12 rồi !
18||#21293	em là Fan Nokia mong chờ lắm ngày bán để tậu em nó về
18||#21312	Sao thông báo 9/6 lên kệ
18||#21316	trời ơi trời, sao chờ hoài mà chưa thấy gì hết !
18||#21318	Để lại thông tin khi hàng về liệu có chắc chắn mua được không bạn
18||#21329	ngày 9 r. mà chưa để chữ bán. Nhanh nhanh đi. Bán đi nào. mong chờ hàng nokia lắm r
18||#21340	Có giới hạn số máy về thị trường Việt nam không ban
18||#21342	tiếc la 1 sim
18||#21347	Cho mình hỏi nếu dùng FFriends để mua hàng thì trình tự thế nào? tks !
18||#21354	Đặt hàng từ giờ được chưa vậy bạn? Đến ngày giờ hẹn, mình đến lấy hàng và thanh toán tại shop thôi.
18||#21360	Máy có hỗ trợ chống nước ko và ở quận long biên hà nội có hàng ko
18||#21365	Hi vọng hành về sớm
18||#21367	Cách đây 2 ngày có thấy một bạn hỏi khi nào có hàng thì QTV Phạm Ngọc Diệu báo là 9/6 thì Nokia 3 về ( đang mừng) ngày hôm sao vào lại thì thấy cũng có người hỏi khi nào hàng về thì QTV Võ Thị Thùy Linh phán ngày 22/6 hàng về ( bỗng nhiên thấy nản ) đều là Quản Trị Viên hết mà người nói 9/6 người thì nói 22/6
18||#21368	tai sao co nguoi tra loi la 9/6 co nguoi tra loi la 22/6 la sao
18||#21372	9-6 BAN ROI KIA`
18||#21388	Có đâu mà bán.
18||#21408	Co gia chua vay
18||#21431	Shop cho mj hoi nokia 3 du doan la gia bao nhju..va bao gjo thj co hang ve ak
18||#21439	ma co biet gia khoan nhieu khong
18||#21441	Mk mog nokia lắm rồi
18||#21444	Trời ơi đang chờ xem có KM gì không. Bận mấy hôm k lên web xem đc đến hnay lên đã hết hạn KM r. Thiệt là buồn quá đi.
